0,150,-100,-100,-100,-100,-100,-100,-60,0,0,0,0,0,0,0
0,0,300,0,-100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,450,0,-100,0,0,0,-60,0,0,0,0,0
0,0,-100,0,0,200,-100,-100,0,0,0,-60,0,0,0,0
0,0,-100,600,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-100,-100,0,0,600,0,0,0,0,0,0,0,0,0
0,-100,0,-100,0,-100,0,450,0,0,0,0,0,0,0,0
0,-200,-100,0,-100,-100,0,0,0,0,0,0,0,0,0,-60
0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
