0,450,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0
0,0,300,0,-100,0,-100,-100,0,-60,0,0,0,0,0,0
0,0,0,450,0,0,0,0,0,0,-60,0,0,0,0,0
0,-100,0,0,0,-100,-100,-100,0,0,0,-60,0,0,0,0
0,0,-100,0,0,150,0,0,0,0,0,0,0,0,0,0
0,0,-100,0,-200,0,0,150,0,0,0,0,0,-60,0,0
0,0,-100,-100,-100,0,0,300,0,0,0,0,0,0,0,0
0,-100,0,0,0,-200,300,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
