0,150,-100,0,-100,-100,-100,-100,-46.5,0,0,0,0,0,0,0
0,0,455.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-98.2,0,450,0,0,0,0,0,0,0,0,0,0,0,0
0,-100,-100,0,600,0,0,0,0,0,0,-46.5,0,0,0,0
0,0,0,150,0,500,0,0,0,0,0,0,0,0,0,0
0,-186.5,0,0,0,0,600,0,0,0,0,0,0,-46.5,0,0
0,0,-100,0,0,0,0,755.4,0,0,0,0,0,0,0,0
0,-86.5,0,-200,-100,0,150,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-136.5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,163.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,163.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
