0,500,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0
0,0,100,-100,-100,-100,-100,-100,0,-100,0,0,0,0,0,0
0,-100,0,500,0,0,0,0,0,0,0,0,0,0,0,0
0,-300,0,0,800,0,0,0,0,0,0,0,0,0,0,0
0,0,-200,0,0,800,0,0,0,0,0,0,0,0,0,0
0,-100,-100,0,-100,0,800,0,0,0,0,0,0,-100,0,0
0,0,0,-100,0,0,0,1000,0,0,0,0,0,0,0,0
0,0,-500,-100,-100,-100,-100,0,0,0,0,0,0,0,0,-100
0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
