0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-100,-200,-300,-100,-100,-100,0,-100,0,0,0,0,0,0
0,0,0,-100,0,0,0,0,0,0,-200,0,0,0,0,0
0,0,-700,0,1500,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1000,0,100,0,0,0,0,0,0,0,0
0,0,100,0,0,0,2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0
0,0,-500,-100,0,0,-100,0,0,0,0,0,0,0,0,-100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
