0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,-300,-300,-100,-100,-200,0,-100,0,0,0,0,0,0
0,0,0,-100,300,0,0,0,0,0,-200,0,0,0,0,0
0,0,-700,0,1700,0,0,0,0,0,0,0,0,0,0,0
0,0,-100,0,0,800,0,100,0,0,0,0,0,0,0,0
0,0,100,0,0,0,2300,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,2600,0,0,0,0,0,0,0,0
0,0,-600,-400,0,-100,-100,0,0,0,0,0,0,0,0,-100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
